year,id,age,sex,race,degree,educ,region,marital,childs,wrkstat,hrs1,income_2000dollars,class,party,political_views,pres20,gunlaw,cappun,cannabis_legal,happy,health,life,trust,satfin,mental_health_bad_days,relig,attend,god,postlife,bible
2022,386,39,male,white,graduate,19,midwest,married,2,"with a job, but not at work because of temporary illness, vacation, strike",,163572.71343,middle class,strong democrat,slightly liberal,biden,favor,oppose,,very happy,good,exciting,,pretty well satisfied,0,catholic,less than once a year,don't believe,,
2022,387,71,male,white,high school,14,midwest,widowed,3,retired,,,middle class,"independent, close to republican",slightly conservative,trump,,favor,should be legal,pretty happy,fair,,can't be too careful,pretty well satisfied,,catholic,several times a year,no doubts,yes,inspired word
2022,388,63,male,white,bachelor's,16,midwest,married,2,retired,,,upper class,"independent (neither, no response)","moderate, middle of the road",biden,favor,oppose,,pretty happy,excellent,exciting,,pretty well satisfied,,protestant,about once or twice a year,higher power,,
2022,389,54,female,white,bachelor's,16,midwest,married,2,working full time,40,52222.5,middle class,strong republican,conservative,trump,favor,favor,should be legal,pretty happy,good,exciting,most people can be trusted,more or less satisfied,0,catholic,every week,no doubts,yes,inspired word
2022,390,77,female,white,graduate,18,midwest,married,2,working part time,6,10286.25,middle class,"independent (neither, no response)",conservative,,favor,favor,,very happy,good,routine,,more or less satisfied,0,protestant,never,,,
2022,391,89,female,white,high school,12,midwest,widowed,2,retired,,,middle class,strong democrat,"moderate, middle of the road",biden,,favor,should not be legal,pretty happy,excellent,,can't be too careful,more or less satisfied,,catholic,several times a year,believe with doubts,yes,word of god
2022,392,58,male,white,high school,13,midwest,never married,0,in school,,,middle class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,very happy,excellent,exciting,,pretty well satisfied,,catholic,about once or twice a year,,,
2022,393,89,female,white,high school,12,midwest,widowed,1,retired,,,middle class,not very strong republican,slightly conservative,trump,,oppose,,very happy,good,,,pretty well satisfied,,catholic,2-3 times a month,no doubts,,
2022,394,39,male,white,bachelor's,16,midwest,married,2,"with a job, but not at work because of temporary illness, vacation, strike",,88620,middle class,"independent (neither, no response)","moderate, middle of the road",biden,,oppose,,not too happy,good,,,pretty well satisfied,5,none,less than once a year,"don't know, no way to find out",,
2022,395,20,female,other,high school,12,midwest,never married,0,other,,,middle class,strong democrat,"moderate, middle of the road",biden,,favor,should be legal,pretty happy,good,,can't be too careful,pretty well satisfied,,catholic,never,believe sometimes,yes,inspired word
2022,396,22,male,white,associate/junior college,13,midwest,never married,8,other,,,lower class,"independent (neither, no response)",extremely liberal,,,favor,,not too happy,poor,,,not satisfied at all,,none,several times a week,no doubts,,
2022,397,72,female,white,high school,12,midwest,never married,1,retired,,,working class,not very strong democrat,liberal,biden,,oppose,should be legal,not too happy,good,,can't be too careful,not satisfied at all,,protestant,never,believe with doubts,don't know,inspired word
2022,398,22,female,other,high school,14,midwest,never married,0,working full time,8,2848.5,working class,not very strong democrat,"moderate, middle of the road",biden,,favor,,pretty happy,good,,,more or less satisfied,,catholic,about once or twice a year,no doubts,,
2022,399,65,female,white,associate/junior college,14,midwest,never married,1,working full time,36,13451.25,working class,"independent (neither, no response)",conservative,,favor,oppose,,not too happy,fair,routine,,not satisfied at all,,orthodox-christian,nearly every week,,,
2022,400,51,male,black,associate/junior college,14,midwest,never married,1,working part time,23,17407.5,middle class,strong democrat,"moderate, middle of the road",biden,favor,oppose,,pretty happy,good,exciting,,more or less satisfied,0,christian,every week,no doubts,,
2022,401,30,male,white,associate/junior college,16,midwest,never married,8,working full time,40,75960,working class,"independent (neither, no response)","moderate, middle of the road",biden,,oppose,,not too happy,good,,,not satisfied at all,30,none,never,higher power,,
2022,402,60,male,white,less than high school,6,midwest,married,0,other,,,middle class,not very strong democrat,slightly conservative,,favor,favor,should not be legal,very happy,fair,exciting,can't be too careful,more or less satisfied,,catholic,never,no doubts,yes,other (vol)
2022,403,57,male,white,high school,12,midwest,divorced,2,working full time,40,,working class,not very strong republican,"moderate, middle of the road",trump,,favor,,pretty happy,good,,,not satisfied at all,0,catholic,several times a year,believe with doubts,,
2022,404,48,male,white,high school,14,midwest,married,3,working full time,73,88620,middle class,strong republican,conservative,trump,oppose,favor,,very happy,excellent,routine,,more or less satisfied,0,catholic,every week,believe with doubts,,
2022,405,46,male,white,less than high school,8,midwest,never married,0,"unemployed, laid off, looking for work",,2215.5,middle class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,pretty happy,good,routine,,more or less satisfied,,catholic,about once or twice a year,,,
2022,406,62,male,,high school,12,midwest,divorced,2,working part time,35,11868.75,working class,not very strong democrat,slightly conservative,,favor,oppose,should not be legal,not too happy,good,routine,most people can be trusted,not satisfied at all,0,protestant,every week,no doubts,yes,word of god
2022,407,57,female,white,high school,14,midwest,never married,1,working full time,40,63300,working class,strong republican,slightly conservative,,,favor,,pretty happy,good,,,more or less satisfied,0,catholic,never,no doubts,,
2022,408,32,male,black,less than high school,9,midwest,never married,2,keeping house,,,working class,strong democrat,extremely conservative,,favor,favor,,very happy,excellent,exciting,,pretty well satisfied,,protestant,about once a month,,yes,word of god
2022,409,61,female,black,high school,12,midwest,never married,5,keeping house,,,middle class,"independent, close to democrat",extremely conservative,biden,favor,favor,,not too happy,poor,exciting,,pretty well satisfied,,protestant,every week,,yes,word of god
2022,410,60,female,other,less than high school,12,midwest,separated,0,keeping house,,,lower class,strong democrat,slightly conservative,,,favor,,not too happy,poor,,,not satisfied at all,,catholic,never,no doubts,,
2022,411,51,male,other,high school,12,midwest,married,2,other,,,working class,"independent (neither, no response)",conservative,,favor,oppose,,not too happy,poor,routine,,more or less satisfied,,catholic,less than once a year,,don't know,inspired word
2022,412,84,female,white,high school,12,midwest,widowed,0,retired,,,working class,strong republican,conservative,didn't vote for president,,favor,should not be legal,pretty happy,good,,can't be too careful,more or less satisfied,,protestant,every week,no doubts,yes,word of god
2022,413,29,female,white,bachelor's,16,midwest,never married,0,working full time,40,,working class,not very strong democrat,"moderate, middle of the road",biden,favor,favor,,pretty happy,good,routine,,more or less satisfied,5,catholic,about once or twice a year,,yes,inspired word
2022,414,31,female,white,graduate,16,midwest,never married,0,working full time,40,163572.71343,middle class,strong democrat,liberal,biden,,oppose,,pretty happy,good,,,pretty well satisfied,2,protestant,less than once a year,believe sometimes,,
2022,415,77,female,white,graduate,16,midwest,widowed,4,retired,,7121.25,middle class,strong democrat,liberal,biden,favor,oppose,,pretty happy,excellent,routine,,pretty well satisfied,,catholic,nearly every week,no doubts,,
2022,416,40,male,white,bachelor's,16,midwest,married,1,working full time,45,163572.71343,middle class,"independent, close to democrat",liberal,biden,favor,oppose,,pretty happy,excellent,exciting,,pretty well satisfied,3,none,less than once a year,,,
2022,417,20,female,white,high school,14,midwest,never married,0,in school,,,middle class,not very strong republican,slightly conservative,trump,,favor,,pretty happy,good,,,more or less satisfied,,catholic,about once or twice a year,believe with doubts,,
2022,418,23,male,white,high school,14,midwest,never married,0,working full time,40,7121.25,working class,"independent, close to democrat",slightly liberal,biden,favor,favor,,pretty happy,fair,routine,,not satisfied at all,30,catholic,never,no doubts,,
2022,419,24,female,white,bachelor's,16,midwest,never married,0,working full time,35,,upper class,strong democrat,liberal,,,oppose,should be legal,pretty happy,excellent,,depends,more or less satisfied,20,protestant,less than once a year,higher power,yes,ancient book
2022,420,63,male,black,graduate,20,midwest,never married,0,in school,,42727.5,working class,not very strong democrat,"moderate, middle of the road",biden,favor,favor,,pretty happy,good,exciting,,more or less satisfied,,protestant,several times a week,no doubts,,
2022,421,46,male,white,graduate,18,midwest,married,3,working full time,50,163572.71343,upper class,strong republican,conservative,trump,,favor,,pretty happy,good,,,pretty well satisfied,0,catholic,nearly every week,believe with doubts,,
2022,422,31,male,white,graduate,18,midwest,married,0,working full time,40,52222.5,middle class,other party,"moderate, middle of the road",didn't vote for president,favor,oppose,should be legal,very happy,fair,routine,most people can be trusted,pretty well satisfied,2,catholic,every week,no doubts,yes,inspired word
